1814	120	172
1816	79	253
1825	311	496
1826	311	496
1830	285	762
1831	285	762
1836	285	762
1837	285	762
1838	285	762
1841	123	253
1843	285	762
1847	150	601
1865	285	762
1871	150	762
1872	29	79
1872	150	762
1873	150	762
1874	150	762
1875	150	762
1892	116	826
1915	63	481
1917	120	172
1918	120	172
1924	63	481
1925	762	771
1925	63	481
1926	63	481
1927	63	481
1928	63	481
1930	63	481
1931	63	481
1934	63	481
1935	63	481
1936	63	481
1939	63	481
1940	63	481
1943	63	481
1983	56	939
1983	50	335
1988	123	253
1997	778	826
1998	778	826
2016	223	496
2021	123	253
2022	29	56
2023	29	56
2024	29	56
2025	29	56
2026	29	56
2028	95	819
2028	123	253
2028	29	56
2028	116	778
2050	105	113
2056	223	496
2075	172	311
2076	120	311
2080	105	113
2080	172	311
2081	120	172
2081	172	311
2083	120	311
2084	105	113
2101	105	113
2102	113	513
2102	123	253
2103	123	253
2104	105	113
2109	113	513
2109	172	311
2110	172	311
2113	172	311
2114	172	311
2115	172	311
2116	123	253
2116	172	311
2117	123	253
2117	172	311
2118	172	311
2119	123	253
2119	172	311
2120	119	275
2120	172	311
2121	172	311
2123	172	311
2124	105	113
2129	119	335
2133	113	513
2136	63	481
2144	105	513
2150	50	771
2151	50	771
2159	15	95
2163	15	95
2163	15	29
2163	29	95
2164	29	95
2164	15	95
2164	15	29
2165	15	95
2171	15	95
2172	15	95
2173	15	95
2174	194	786
2174	15	95
2176	105	113
2178	95	194
2179	15	95
2180	15	95
2182	95	194
2183	150	154
2183	95	194
2184	150	154
2184	15	95
2184	95	194
2185	150	154
2185	105	113
2186	150	154
2186	105	113
2187	105	113
2188	150	154
2191	150	154
2191	494	765
2192	150	154
2192	494	765
2193	150	154
2194	150	154
2197	150	154
2197	494	765
2198	150	154
2204	48	209
2205	48	209
2206	48	209
2206	113	513
2209	80	222
2214	17	48
2216	179	209
2217	17	179
2217	179	209
2217	17	209
2217	17	48
2218	66	209
2219	48	209
2219	17	66
2219	123	253
2220	17	66
2221	80	222
2221	17	66
2222	123	253
2222	17	66
2223	196	223
2223	17	66
2223	66	196
2224	196	223
2224	223	819
2224	17	102
2224	39	205
2224	66	209
2224	17	66
2225	196	819
2225	48	66
2225	17	66
2226	80	765
2226	17	66
2226	66	102
2226	196	819
2226	66	209
2226	48	66
2227	66	102
2227	80	765
2227	17	179
2227	196	819
2227	17	66
2227	66	209
2227	48	66
2228	48	209
2228	48	66
2228	66	102
2228	223	819
2228	196	819
2228	21	66
2228	102	179
2229	48	209
2229	66	102
2229	21	48
2229	17	102
2229	205	496
2229	102	179
2230	48	209
2230	66	102
2230	17	102
2230	21	66
2230	102	179
2231	48	209
2231	80	765
2231	48	134
2231	66	102
2231	17	102
2231	21	66
2231	134	209
2231	66	209
2231	102	179
2232	48	66
2233	80	765
2234	80	765
2234	105	113
2235	80	765
2236	80	765
2236	240	275
2238	80	222
2239	134	240
2239	80	222
2240	134	240
2240	80	222
2241	240	285
2241	134	496
2241	80	222
2242	240	285
2242	134	285
2242	80	222
2242	123	253
2243	240	285
2243	134	240
2243	134	285
2243	80	222
2243	123	253
2246	271	601
2246	205	496
2247	205	496
2249	271	601
2249	205	311
2249	205	496
2249	80	311
2250	311	496
2250	205	496
2251	63	481
2251	205	496
2252	80	222
2252	205	496
2253	80	222
2253	205	496
2253	63	271
2254	80	765
2254	205	311
2254	80	222
2254	205	496
2255	80	765
2255	205	496
2256	80	765
2256	80	222
2257	80	222
2257	205	496
2258	222	496
2258	205	311
2258	205	496
2259	311	496
2259	205	496
2260	205	311
2260	205	496
2261	205	496
2262	205	496
2263	80	765
2263	80	222
2263	205	496
2264	205	496
2265	80	765
2265	205	496
2266	80	765
2266	222	496
2266	205	496
2266	39	113
2267	80	765
2267	205	496
2267	39	113
2268	80	222
2269	80	765
2270	80	765
2271	80	765
2271	205	496
2272	80	765
2272	123	253
2273	80	765
2273	80	494
2274	80	765
2274	80	494
2275	80	765
2275	80	494
2276	80	765
2276	80	494
2278	39	113
2280	494	765
2282	123	253
2295	80	222
2305	105	275
2316	311	496
2317	311	496
2317	80	222
2318	311	496
2318	123	253
2319	123	253
2323	80	311
2324	80	311
2326	311	496
2327	311	496
2328	311	496
2329	311	496
2329	80	765
2330	311	496
2331	311	496
2336	311	496
2346	113	242
2347	113	194
2348	311	496
2350	113	242
2351	311	496
2351	113	242
2351	113	194
2352	113	242
2353	113	194
2365	311	496
2366	311	496
2367	311	496
2367	79	804
2369	311	496
2369	267	311
2370	311	496
2370	267	311
2371	267	311
2373	267	311
2373	80	222
2373	205	267
2374	66	102
2374	267	311
2374	80	222
2374	123	164
2375	267	311
2375	21	66
2375	205	267
2376	267	311
2377	267	311
2378	267	311
2378	79	804
2379	79	804
2379	267	311
2379	66	179
2380	267	311
2380	267	496
2381	267	311
2381	267	496
2382	311	496
2382	267	311
2382	80	222
2382	267	496
2383	311	496
2383	267	311
2383	267	496
2383	205	267
2384	311	496
2384	48	804
2384	267	311
2384	511	804
2384	179	222
2384	267	496
2384	205	267
2385	267	311
2385	511	804
2385	179	222
2385	205	267
2386	267	311
2386	48	179
2387	48	179
2387	17	179
2387	267	311
2388	311	496
2388	17	179
2388	267	311
2388	511	804
2389	511	804
2390	48	179
2391	48	179
2391	511	804
2392	48	179
2392	511	804
2392	267	496
2393	66	804
2393	21	48
2393	511	804
2393	267	496
2393	17	21
2393	17	48
2394	275	804
2394	511	804
2394	267	496
2395	511	804
2396	311	496
2396	102	271
2396	511	804
2396	21	66
2396	102	601
2397	271	601
2397	267	311
2397	511	804
2398	271	601
2398	511	804
2399	271	601
2399	21	66
2400	311	496
2400	271	601
2400	267	311
2400	21	66
2400	267	496
2401	311	496
2401	267	311
2401	267	496
2402	79	311
2402	205	496
2402	48	66
2403	311	496
2404	271	601
2404	222	267
2406	271	601
2406	222	267
2406	48	80
2407	222	267
2408	271	601
2408	804	826
2409	48	66
2409	804	826
2409	778	804
2411	271	601
2411	222	267
2412	271	601
2412	209	285
2412	79	102
2414	223	267
2414	285	875
2414	222	223
2414	222	267
2415	223	267
2415	285	875
2415	222	223
2415	222	267
2416	223	267
2416	271	601
2416	285	875
2416	222	267
2417	223	267
2417	285	875
2417	222	267
2418	223	267
2418	271	601
2418	285	875
2419	285	875
2419	184	267
2419	275	875
2421	271	601
2422	271	601
2422	285	875
2423	271	601
2423	285	875
2424	285	875
2424	184	804
2425	184	804
2426	184	804
2427	184	804
2429	285	875
2431	285	875
2434	102	240
2434	222	267
2435	102	240
2435	222	267
2436	222	267
2437	222	267
2438	285	875
2445	48	66
2446	285	875
2446	48	66
2449	222	267
2449	48	66
2450	222	267
2450	21	66
2450	48	66
2453	21	209
2455	119	875
2455	222	267
2457	222	267
2457	21	209
2458	222	267
2461	21	66
2461	48	66
2464	48	66
2465	21	48
2465	21	66
2465	48	66
2466	48	66
2476	222	267
2477	222	267
2478	79	95
2478	21	66
2480	222	267
2480	29	95
2481	21	66
2481	48	66
2482	222	267
2482	21	66
2482	95	181
2483	222	267
2483	21	66
2483	48	66
2484	21	66
2484	48	66
2485	48	66
2486	134	240
2487	21	48
2487	21	66
2487	48	66
2488	21	66
2488	48	66
2489	21	66
2489	48	66
2490	79	95
2490	48	66
2490	21	48
2490	21	66
2491	48	66
2492	48	66
2493	48	66
2494	39	267
2494	48	66
2495	48	66
2496	48	66
2497	48	66
2498	95	786
2498	48	66
2499	21	48
2499	48	66
2502	50	102
2503	63	481
2503	39	205
2504	39	205
2505	39	205
2506	119	275
2506	39	205
2507	39	205
2510	21	66
2511	223	311
2512	223	311
2512	21	66
2520	21	66
2520	48	66
2520	17	21
2524	765	786
2525	765	786
2527	50	771
2527	119	762
2530	17	771
2537	765	786
2538	765	786
2538	123	253
2539	448	499
2546	50	875
2546	335	511
2550	120	494
2551	120	494
2552	120	494
2553	120	494
2554	120	494
2556	120	494
2557	120	494
2558	120	494
2559	120	494
2560	120	494
2561	120	494
2562	120	494
2563	120	494
2564	120	494
2565	120	494
2566	120	494
2567	123	253
2567	120	494
2570	123	253
2570	120	494
2571	123	253
2571	120	494
2572	120	494
2573	120	494
2574	120	494
2579	765	786
2582	120	494
2583	120	494
2584	120	494
2585	120	494
2586	120	494
2587	120	494
2588	123	253
2588	120	494
2589	120	494
2590	765	786
2590	120	494
2591	765	786
2591	120	494
2592	765	786
2592	120	494
2593	120	494
2594	765	786
2598	765	786
2598	222	267
2598	123	253
2598	120	494
2599	765	786
2599	123	253
2599	120	494
2600	765	786
2600	123	253
2600	120	494
2601	765	786
2601	120	494
2602	120	494
2603	120	494
2604	765	786
2604	120	494
2605	120	494
2606	765	786
2606	120	494
2607	120	494
2608	120	494
2609	120	494
2610	120	494
2611	765	786
2611	120	494
2612	765	786
2612	120	494
2613	765	786
2613	120	494
2614	120	494
2615	120	494
2645	765	786
2645	120	494
2649	765	786
2649	222	267
2653	120	494
2654	134	285
2654	120	494
2657	765	786
2658	222	267
2660	222	267
2661	222	267
2666	765	786
2667	765	786
2668	765	786
2676	29	222
2677	29	222
2677	223	311
2680	222	267
2690	120	494
2692	222	267
2694	123	253
2695	123	253
2695	120	494
2700	765	786
2704	222	267
2705	222	267
2706	222	267
2706	268	845
2707	17	762
2707	222	267
2707	134	762
2714	765	786
2720	765	786
2721	765	786
2721	184	778
2722	765	786
2722	17	762
2722	184	778
2723	17	762
2723	184	778
2726	765	786
2726	184	778
2727	765	786
2727	184	778
2728	184	778
2730	116	762
2731	184	778
2732	184	778
2733	184	778
2733	120	494
2734	184	778
2735	120	494
2736	120	494
2737	184	778
2737	120	494
2738	184	778
2739	184	778
2740	184	778
2741	184	778
2742	184	778
2743	184	778
2743	120	494
2744	765	786
2744	184	778
2745	765	786
2745	184	778
2745	120	494
2746	765	786
2746	184	778
2747	765	786
2747	184	778
2748	765	786
2748	184	778
2749	765	786
2749	184	778
2750	184	778
2751	184	778
2752	184	778
2752	120	494
2753	184	778
2755	119	275
2755	120	494
2756	184	778
2756	119	275
2756	120	494
2758	765	786
2759	765	786
2759	123	253
2760	765	786
2760	123	253
2760	120	494
2761	120	494
2762	765	786
2763	765	786
2763	184	778
2764	765	786
2764	184	778
2765	765	786
2765	184	778
2766	765	786
2766	184	778
2768	184	778
2769	184	778
2770	184	778
2771	765	786
2771	184	778
2772	184	778
2773	184	778
2774	765	786
2774	184	778
2775	184	778
2776	184	778
2777	184	778
2778	184	778
2778	120	494
2779	184	778
2779	120	494
2780	184	778
2780	120	494
2781	184	778
2781	120	494
2782	120	494
2783	196	223
2784	120	494
2785	120	494
2787	120	494
2788	80	762
2788	275	762
2788	120	494
2789	120	494
2790	120	494
2792	120	494
2793	120	494
2796	120	494
2797	63	154
2797	119	275
2798	119	275
2803	116	481
2803	120	494
2805	765	786
2806	765	786
2807	765	786
2809	765	786
2809	120	494
2810	120	494
2813	120	494
2814	116	481
2814	120	494
2815	765	786
2816	765	786
2817	765	786
2819	765	786
2819	120	494
2820	120	494
2821	120	494
2822	120	494
2823	765	786
2823	120	494
2824	765	786
2825	765	786
2827	765	786
2830	765	786
2831	765	786
2834	765	786
2835	765	786
2843	63	481
2844	63	481
2848	63	481
2849	762	875
2850	123	253
2851	123	253
2852	123	253
2853	762	875
2853	123	253
2858	63	105
2859	63	105
2864	63	481
2865	63	481
2865	184	778
2866	50	875
2868	762	875
2868	184	778
2869	185	778
2869	184	268
2869	184	185
2869	184	778
2869	63	481
2870	63	481
2870	184	268
2870	184	185
2871	184	268
2872	184	268
2872	184	778
2874	184	778
2876	17	102
2877	184	268
2879	184	804
2880	184	268
2881	184	268
2884	17	102
2885	17	102
2886	184	268
2887	184	268
2888	184	804
2889	184	804
2891	184	268
2893	184	268
2920	113	223
2922	184	268
2928	184	268
2931	15	95
2945	205	223
2955	15	496
2955	95	496
2956	15	496
2957	15	496
2967	205	223
2969	123	253
2970	285	481
2970	123	253
2971	123	253
2973	123	253
2973	205	223
2975	123	253
2976	123	253
2977	123	253
2981	184	268
2985	15	496
2985	123	253
2986	15	95
2991	222	267
2992	222	267
2992	120	494
2993	222	267
2993	120	494
2994	222	267
2994	120	494
2995	222	267
2996	222	267
2997	222	267
2998	222	267
3001	222	267
3002	184	268
3002	120	494
3007	222	267
3008	222	267
3009	240	938
3014	222	267
3015	222	267
3016	222	267
3017	222	267
3018	222	267
3019	222	267
3020	222	267
3021	222	267
3022	222	267
3023	222	267
3024	222	267
3029	285	481
3030	285	481
3036	120	494
3037	120	494
3038	194	311
3038	120	494
3039	194	311
3039	120	494
3040	194	311
3040	120	494
3041	120	494
3045	120	494
3048	150	285
3049	150	285
3053	194	311
3057	194	311
3058	194	311
3059	194	311
3060	194	311
3061	194	311
3064	123	253
3067	123	253
3068	120	494
3122	95	194
3123	95	194
3124	95	194
3125	95	194
3126	95	194
3127	95	194
3128	95	194
3129	95	194
3130	194	311
3130	95	194
3131	194	311
3133	222	267
3134	222	267
3135	222	267
3135	95	194
3136	222	267
3136	95	194
3137	222	267
3137	95	194
3138	95	194
3140	184	845
3141	184	268
3142	184	268
3142	184	845
3143	184	268
3143	184	845
3145	184	268
3145	184	845
3146	184	845
3147	184	845
3148	184	845
3149	184	268
3152	184	845
3154	184	826
3156	184	268
3157	184	268
3159	39	205
3160	39	205
3161	39	205
3169	123	253
3170	123	253
3174	223	253
3175	120	765
3176	120	765
3180	120	765
3181	95	123
3182	95	123
3183	15	123
3183	95	253
3183	15	95
3183	123	253
3183	95	123
3184	120	765
3184	95	123
3185	120	765
3185	95	123
3186	95	123
3187	95	123
3188	95	123
3189	95	123
3200	123	253
3201	120	765
3201	123	253
3202	120	765
3203	120	765
3203	123	253
3204	123	253
3205	120	765
3205	123	253
3206	120	765
3206	123	253
3207	123	253
3210	39	804
3212	120	765
3213	120	765
3214	120	765
3218	120	765
3224	120	494
3235	172	196
3253	275	804
5844	150	154
5883	80	771
5902	39	819
5903	39	819
5912	762	771
5930	120	819
5931	762	771
5931	120	819
5932	762	771
5943	120	819
5945	448	533
5946	120	819
5946	448	533
5947	120	819
5947	448	533
5948	120	819
5956	120	819
5957	120	819
5958	120	819
5960	492	601
5961	492	601
5971	79	222
5975	79	222
5976	79	222
5991	826	987
5997	79	222
5998	79	222
5999	123	492
6002	194	786
6003	194	786
6013	95	123
6022	48	875
6023	150	154
6024	150	154
6024	39	95
6025	39	95
6030	95	242
6043	172	196
6046	267	603
6047	267	603
6048	164	267
6049	164	267
6050	164	267
6058	15	95
6059	80	875
6059	15	95
6070	102	335
6071	102	335
6076	15	95
6077	15	95
6078	15	95
6084	271	533
6087	210	778
6089	15	95
6092	15	95
6092	271	533
6093	765	786
6104	134	285
6105	134	285
6106	134	285
6107	35	210
6110	35	210
6112	35	210
6113	35	210
6114	35	210
6118	150	533
6119	150	533
6124	123	253
6125	123	253
6128	150	533
6129	150	533
6135	150	533
6136	150	533
6137	50	131
6137	150	533
6141	50	131
6141	150	533
6142	50	131
6143	50	131
6143	150	533
6144	50	131
6144	150	533
6145	50	131
6145	150	533
6146	50	131
6146	150	533
6148	50	131
6149	150	533
6150	50	131
6151	150	533
6152	50	131
6152	123	253
6153	119	778
6153	150	533
6154	123	223
6155	123	223
6156	123	223
6157	448	499
6159	116	778
6159	123	223
6160	778	845
6160	123	223
6162	123	223
6163	119	448
6163	150	533
6163	123	223
6164	150	533
6164	123	223
6165	222	267
6165	123	223
6166	119	448
6166	222	267
6166	123	223
6167	119	448
6167	150	533
6167	123	223
6168	150	533
6168	271	499
6168	123	223
6169	150	533
6169	123	223
6170	123	223
6171	150	533
6171	123	223
6172	134	285
6172	123	223
6173	150	533
6173	123	223
6174	123	223
6175	134	285
6175	123	223
6176	134	285
6176	123	223
6177	123	223
6178	116	335
6178	123	223
6179	116	335
6179	116	762
6179	134	285
6179	131	242
6179	123	223
6180	123	223
6181	123	223
6182	123	223
6183	123	223
6184	123	223
6185	123	223
6186	131	242
6186	123	223
6187	123	223
6188	123	223
6189	271	601
6189	123	223
6190	123	223
6191	123	223
6192	123	223
6193	123	223
6194	134	285
6194	123	223
6195	134	285
6195	123	223
6196	123	223
6197	119	211
6197	123	223
6198	123	223
6199	123	223
6200	120	196
6200	123	223
6201	120	196
6201	131	150
6201	123	223
6202	120	196
6202	131	150
6202	123	223
6203	120	196
6203	131	150
6203	123	223
6204	120	196
6204	131	150
6204	123	223
6205	131	150
6205	123	223
6206	131	150
6207	134	285
6207	511	762
6207	131	150
6208	15	123
6208	131	150
6209	15	123
6209	131	150
6210	131	150
6211	131	150
6212	131	150
6213	131	150
6214	120	196
6214	131	150
6215	120	196
6215	131	150
6215	271	533
6216	120	196
6216	131	150
6216	271	533
6217	131	150
6218	131	271
6218	150	271
6218	131	150
6219	150	271
6220	150	271
6221	150	271
6222	150	271
6223	150	271
6224	150	271
6225	222	267
6225	150	271
6226	222	267
6226	150	271
6229	150	271
6230	150	271
6237	150	271
6238	150	271
6239	150	271
6240	222	267
6240	150	271
6241	150	271
6242	150	271
6261	131	185
6272	271	492
6293	211	268
6298	120	494
6299	120	494
6300	120	494
6301	120	494
6302	120	494
6303	120	494
6304	120	494
6305	120	494
6306	120	494
6307	120	494
6308	120	494
6309	120	494
6310	120	494
6311	120	494
6312	120	494
6313	120	494
6314	285	875
6314	120	494
6315	120	494
6316	120	494
6319	119	448
6319	120	494
6320	119	448
6328	120	494
6329	120	494
6330	120	494
6331	120	494
6332	120	494
6335	222	267
6335	120	494
6336	511	771
6336	120	494
6337	120	494
6340	209	875
6344	154	939
6348	335	771
6351	95	120
6352	95	120
6353	95	120
6354	95	205
6357	119	804
6364	95	205
6371	95	311
6375	95	311
6376	95	311
6378	95	311
6379	95	311
6380	95	311
6381	95	311
6382	95	311
6383	95	311
6384	95	311
6385	95	311
6386	120	196
6386	95	311
6387	95	311
6388	95	311
6389	95	311
6390	95	311
6391	95	311
6392	95	311
6393	95	311
6394	95	311
6395	95	311
6396	95	311
6397	95	311
6398	95	311
6399	95	311
6400	119	448
6400	95	311
6401	95	311
6402	95	311
6403	95	311
6404	95	311
6405	95	311
6406	95	311
6407	95	311
6408	95	311
6409	95	311
6410	95	311
6411	119	448
6411	95	311
6412	95	311
6413	95	311
6414	95	311
6415	95	311
6416	95	311
6417	95	311
6418	95	311
6419	95	311
6420	95	311
6421	95	311
6422	95	311
6423	95	311
6424	95	311
6425	119	448
6425	95	311
6426	119	448
6426	95	311
6427	95	311
6428	119	448
6428	95	311
6429	95	311
6430	95	311
6431	95	311
6432	95	311
6433	119	448
6433	95	311
6434	95	311
6435	95	311
6436	95	311
6437	95	311
6438	95	311
6439	95	311
6440	119	762
6442	119	762
6443	119	762
6447	119	762
6448	95	311
6449	95	311
6450	95	311
6451	95	311
6452	95	311
6453	95	311
6454	95	311
6455	95	311
6456	95	311
6457	95	311
6458	95	311
6459	95	311
6460	95	311
6461	95	311
6462	131	778
6462	95	311
6463	95	311
6474	335	762
6477	335	762
6502	63	481
6506	63	481
6539	131	751
6543	79	222
6569	762	771
6576	80	826
6576	79	826
6587	271	481
6588	762	771
6589	762	771
6623	494	765
6665	762	771
6666	335	771
6670	196	311
6676	196	311
6678	196	311
6686	196	311
6688	63	481
6689	63	481
6690	63	481
6693	335	771
6693	762	771
6696	63	481
6697	63	481
6698	196	223
6698	63	481
6698	196	311
6699	196	223
6699	63	481
6699	196	311
6700	63	481
6701	63	481
6702	63	481
6703	63	481
6704	63	481
6706	63	481
6708	196	311
6709	63	481
6710	63	481
6711	196	223
6712	196	311
6713	63	481
6713	223	311
6714	63	481
6714	196	311
6715	63	481
6716	63	481
6717	63	481
6717	196	311
6718	63	481
6719	265	751
6719	63	481
6720	265	751
6720	63	481
6721	265	751
6721	63	481
6722	265	751
6722	63	481
6723	63	481
6724	196	223
6725	196	223
6725	63	481
6726	196	223
6726	63	481
6727	196	223
6727	63	481
6728	196	223
6728	63	481
6729	196	223
6729	63	481
6729	56	265
6730	265	751
6730	196	223
6730	63	481
6731	196	223
6731	63	481
6732	196	223
6732	63	481
6733	196	223
6733	63	481
6734	196	223
6734	63	481
6735	196	223
6735	63	481
6735	751	778
6736	63	481
6737	63	481
6738	63	481
6738	56	205
6738	95	223
6739	63	481
6739	56	205
6740	63	481
6740	56	205
6741	265	751
6741	271	601
6741	153	492
6741	56	205
6742	271	601
6742	63	481
6743	56	819
6743	210	826
6743	17	496
6744	265	751
6744	63	481
6745	63	481
6746	265	751
6746	63	481
6746	120	267
6747	265	751
6747	63	481
6747	448	939
6748	63	481
6749	56	819
6749	63	481
6749	80	153
6750	63	481
6750	209	210
6751	39	79
6751	63	481
6752	63	481
6753	63	481
6755	153	271
6756	56	819
6757	56	819
6758	196	223
6759	63	481
6764	63	481
6766	56	205
6767	56	205
6768	56	819
6768	196	223
6768	63	481
6769	196	223
6770	56	819
6770	196	223
6770	63	481
6771	196	223
6771	63	481
6772	196	223
6772	63	481
6773	196	223
6773	63	481
6774	196	223
6774	63	481
6775	196	223
6775	63	481
6776	196	223
6776	63	481
6777	63	481
6778	63	481
6779	63	116
6781	194	311
6781	63	116
6782	63	116
6783	120	205
6783	63	116
6784	63	116
6785	63	481
6785	120	494
6785	63	116
6786	56	786
6786	63	116
6787	56	786
6787	120	494
6788	63	481
6788	63	116
6789	63	481
6789	63	116
6790	63	481
6790	63	116
6791	63	481
6791	120	494
6791	63	116
6792	63	481
6792	120	494
6792	63	116
6793	63	481
6793	120	494
6793	63	116
6793	196	222
6794	63	481
6794	63	116
6795	120	494
6795	196	222
6796	120	494
6797	120	494
6797	63	116
6798	120	494
6799	120	494
6800	63	481
6800	120	494
6801	63	116
6802	63	481
6802	120	494
6802	63	116
6803	63	481
6803	123	253
6803	120	494
6803	63	116
6804	63	481
6804	63	116
6805	63	481
6805	63	116
6806	63	116
6807	63	481
6807	63	116
6808	63	481
6808	63	116
6809	63	481
6809	120	494
6809	63	116
6810	63	481
6810	80	311
6810	120	494
6810	63	116
6811	63	481
6811	120	494
6811	63	116
6812	63	481
6812	271	492
6812	120	494
6812	63	116
6813	63	481
6813	153	271
6813	120	494
6813	63	116
6814	63	481
6814	120	494
6814	63	116
6815	120	494
6815	63	116
6816	63	481
6816	120	494
6816	63	116
6817	222	223
6817	120	494
6817	63	116
6818	63	481
6818	153	271
6818	120	494
6819	222	311
6819	120	494
6820	222	311
6820	116	222
6820	95	194
6821	119	448
6821	95	194
6822	119	448
6822	95	194
6823	222	431
6823	119	448
6823	63	481
6823	95	194
6824	119	448
6827	335	762
6828	63	481
6829	63	481
6830	63	481
6831	63	481
6831	335	762
6832	63	481
6834	63	481
6836	56	819
6836	63	481
6836	56	194
6837	56	819
6837	63	481
6837	56	194
6838	63	481
6839	63	481
6841	63	481
6843	63	481
6845	265	751
6847	95	253
6848	123	172
6849	123	172
6850	335	762
6852	63	499
6852	335	762
6853	63	499
6853	335	762
6855	63	499
6855	335	762
6856	335	762
6863	102	335
6865	265	335
6865	335	762
6868	102	335
6877	153	492
6880	153	492
6881	153	492
6892	335	762
6894	118	804
6894	194	311
6906	80	335
6922	80	335
6928	265	826
6935	751	804
6936	751	804
6937	751	804
6938	751	804
6939	751	804
6940	265	826
6940	751	804
6941	268	804
6941	751	804
6942	268	804
6942	751	804
6943	268	804
6943	751	804
6943	268	751
6946	335	762
6947	335	762
6965	154	285
6967	268	751
6972	335	771
6973	267	939
6975	311	496
6975	335	771
6976	275	335
6977	275	335
6978	275	335
6979	311	496
6979	275	335
6980	311	496
6981	311	496
6982	311	496
6983	311	496
6983	762	771
6984	311	496
6984	771	784
6984	762	784
6985	311	496
6986	311	496
6987	311	496
6988	311	496
6989	311	496
7001	153	492
7005	762	784
7008	311	496
7009	311	496
7010	311	496
7011	311	496
7011	265	804
7011	335	762
7014	335	762
7018	804	938
7019	804	938
7020	804	938
7021	804	938
7022	804	938
7024	311	496
7025	311	496
7026	804	938
7026	311	496
7027	804	938
7027	311	496
7029	311	496
7030	311	496
7030	80	771
7031	804	938
7031	311	496
7033	311	496
7034	222	826
7034	311	496
7048	154	499
7049	120	494
7049	154	499
7050	120	494
7051	222	826
7059	95	265
7060	95	265
7061	95	265
7069	120	819
7080	153	271
7081	172	196
7081	153	271
7082	153	271
7083	120	819
7083	153	271
7084	120	819
7084	153	271
7084	63	481
7085	153	271
7085	63	481
7086	153	271
7087	153	271
7088	153	271
7089	804	938
7089	153	271
7091	185	265
7092	185	265
7092	63	481
7093	63	481
7094	120	819
7095	120	819
7096	120	819
7097	120	819
7098	120	819
7098	35	845
7098	153	271
7099	120	819
7100	153	271
7101	265	826
7104	63	481
7105	153	154
7109	63	481
7117	120	819
7127	240	938
7128	240	938
7165	102	762
7178	172	196
7195	17	875
7199	120	172
7200	120	172
7201	17	335
7203	17	335
7205	17	335
7206	17	335
7211	172	196
7211	17	335
7212	172	196
7212	17	335
7214	48	875
7215	17	335
7216	17	335
7227	194	311
7229	17	762
7230	17	762
7233	194	311
7234	194	311
7235	194	311
7236	194	311
7237	194	311
7239	194	311
7240	194	311
7241	194	311
7249	120	494
7250	205	311
7252	240	938
7252	311	819
7253	153	271
7254	240	938
7255	205	819
7256	311	496
7256	95	496
7256	205	819
7257	95	223
7258	95	223
7267	223	819
7268	223	819
7269	223	819
7270	223	496
7271	223	819
7271	153	271
7273	223	819
7273	223	496
7274	223	819
7275	223	819
7276	223	819
7276	223	496
7277	223	819
7277	223	496
7277	150	481
7278	223	819
7279	223	819
7280	223	819
7280	223	496
7284	311	496
7284	223	496
7285	223	496
7286	223	496
7286	153	271
7287	223	496
7288	223	496
7289	223	496
